x	y	gene	pval
171	1.964457104970496	Acsl4	0.06850484272885343
114	1.8972181659394902	Aldh1a1	2.1735096382689777e-10
141	2.4207460880884017	Anxa6	1.0566373691628055e-05
151	2.6098265706205677	Art4	0.0018103587527314503
240	1.5986317637932748	Aspa	0.21566366260415645
141	2.412784113067841	Casp12	0.0006862852656888861
134	2.3923891488462816	Cd34	1.5955975277935402e-07
319	7.8133524247309625	Cd63	7.37709536842477e-06
223	4.406358724449764	Cd9	0.13075847883128533
171	2.814041564218992	Clec1a	9.431874909242257e-24
325	3.348850478878872	Cntn1	0.0519344400585557
290	3.6795365352845555	Cpne8	0.0024025754304894064
203	2.5744284057846127	Cytip	0.06789857704391394
135	2.556585809790845	Dhrs3	5.089880357010691e-18
102	1.3054556288658974	Dnmt3b	2.770450966856523e-05
114	2.193362251207632	Ebi3	2.696677882835071e-16
138	1.687371533454902	Egr1	1.034506562744748e-06
176	3.0868171029297113	Enpp5	8.444451951268245e-16
144	2.202593780716107	Exoc6b	1.1611812675081741e-05
196	3.090478171992776	Fyb	2.429436552341621e-06
252	5.261207254705238	Gstm1	0.02202010752200594
189	1.5941128446781245	Jam2	1.0781470903962036e-05
199	1.8733805426296775	Jun	5.507500563927272e-09
124	1.5603123319966223	Klhl4	0.00018208377685626352
294	4.53560832867712	Lamp2	0.0005208799341877686
198	3.4741818358484307	Lpar6	1.430284348372418e-05
328	5.046108350036773	Lpl	0.44513850856194037
213	4.425422070883714	Lsp1	4.126476828755422e-07
83	1.5745180048525313	Lst1	5.541772827453984e-05
325	7.2574427933760255	Ly6e	5.282907899982904e-07
105	1.621056419443166	Mcm5	6.389371058927244e-06
139	2.3817811088625445	Mcm7	3.089881363800963e-06
291	5.419927227622631	Mef2c	0.21128496754165643
111	1.3327237978715858	Mlec	0.0512321795131273
250	3.8246351982468143	Mllt3	0.3407239077733082
312	6.469120567506225	Mmrn1	2.6851788805154266e-05
245	4.688280859513166	Muc13	0.5786177082121774
105	1.8658710757704624	Ndn	0.5552690695554472
84	1.2031347601236757	Ndrg1	0.03941528128532541
94	1.6224355566964725	Npdc1	3.321017413489646e-07
235	4.311306708181123	Nt5c3	0.00010192299087357491
197	4.1530837641669835	Nupr1	1.3280409988346847e-36
198	3.4375384750508267	Oxr1	2.132122920595642e-08
111	1.1698590670805789	Pdgfd	0.009698728172247567
168	2.7955740196276686	Pla2g4a	0.3790316015059274
207	3.6514178729818116	Plscr1	1.0420708022691639e-05
102	1.50611682203485	Plscr4	0.011351253003790963
123	1.6620287697877856	Plxdc2	0.4055660707509985
265	2.573440132634209	Ppp1r16b	1.1731190961683252e-06
190	2.8442220989211333	Prcp	0.03520654334321648
328	4.968743419939871	Prnp	0.4053446774787338
157	3.000438781127423	Procr	0.0035806626167257053
237	5.201518974434327	Prtn3	9.148813162838135e-16
162	3.0129283605738024	Ramp2	0.5247962729582083
190	3.647142165678306	Rfc2	9.786128769677205e-07
113	1.4053438472252087	Runx1t1	0.0007718571871350304
138	2.50480734923636	S100a6	0.007217764791776094
155	2.5256549130541206	Sdpr	1.34071033003772e-18
172	2.894411483688243	Selp	7.30209873708092e-34
92	1.596934298865798	Serpinb6a	0.013575982850449806
117	1.9026327606594147	Slamf1	0.1609135920981852
125	1.8574525411770304	Slc14a1	0.18593786419520758
99	1.4562568592971439	Slc6a15	0.0010083702866144476
121	1.6994692059504137	Socs2	0.15957718380454713
193	2.6999420675896983	Stxbp4	0.013619233572536667
166	3.3786545141266946	Sult1a1	2.950963090005538e-28
228	4.109633258349199	Tgm2	5.996842864220122e-11
266	5.476898901694074	Tmem176a	6.041998892517738e-07
154	1.591508714897245	Tnfsf10	0.7168318657833666
179	2.6624338092857185	Tox	8.761329333602677e-12
215	2.8065231698513444	Trpc6	0.7699686742120531
164	3.0737413397167868	Tsc22d1	2.0080627900796678e-07
166	2.4289216593189074	Vwf	6.04164447289618e-08
256	4.893197192430567	Zfp36	1.531364347182972e-14
