Reanalysed
ID	Gene.symbol	logFC	adj.P.Val	P.Value	t	B	Gene.title
10422496	Gpr183	1.969398928475	0.00262557664498806	1.45319923027164e-07	11.7691288149135	7.08596858677724	G protein-coupled receptor 183
10394674	Socs2	-1.67289741101667	0.00262557664498806	2.25284366123648e-07	-11.2739434792526	6.77063765358947	suppressor of cytokine signaling 2
10398759	Tdrd9	1.24382672094999	0.00714595678060622	9.19725013592117e-07	9.80216815290627	5.70531787341368	tudor domain containing 9
10445977	Ebi3	-0.91035234296667	0.0108336964297712	2.26944033890342e-06	-8.94286034644517	4.98151505536542	Epstein-Barr virus induced gene 3
10422760	Fyb	1.18101988557499	0.0108336964297712	2.32392990470875e-06	8.92111896260537	4.96211362168499	FYN binding protein
10601519	Klhl4	1.50739941753333	0.0117256081505012	3.38451633456255e-06	8.58204294247004	4.65216908688558	kelch-like 4
10466712	Mamdc2	-1.11722637108334	0.0117256081505012	3.75750794513798e-06	-8.48953199946873	4.56515239506143	MAM domain containing 2
10467110	Lipo3	-1.64813231533334	0.0117256081505012	4.34005419124242e-06	-8.36323280818336	4.44461170500466	lipase, member O3
10494271	Ctss	-1.48982933516667	0.0117256081505012	5.01533163605986e-06	-8.2379362961309	4.32300904950594	cathepsin S
10582599	Nup133	-0.854493752633337	0.0117256081505012	5.03050673581071e-06	-8.23533372246953	4.320461638724	nucleoporin 133
10606369	Itm2a	-1.105537330725	0.0127877963836938	6.03482604232838e-06	-8.07965121954047	4.16646222730331	integral membrane protein 2A
10363541	Gm5424///Ass1	-1.83766697816667	0.0148344735839294	8.15102977347154e-06	-7.82730740037322	3.90996808700411	argininosuccinate synthase pseudogene///argininosuccinate synthetase 1
10408321	Gmnn	-1.09365070465	0.0148344735839294	9.31622024120133e-06	-7.71699806970759	3.79511142739399	geminin
10459866	Slc14a1	0.697427719908328	0.0148344735839294	9.36841002793741e-06	7.71241043998706	3.79029810300805	solute carrier family 14 (urea transporter), member 1
10503168	Chd7	1.05503799265	0.0148344735839294	9.54640283834317e-06	7.69696871069521	3.77407511735664	chromodomain helicase DNA binding protein 7
10548367	Clec1a	1.24548515151666	0.0176490358876255	1.26614407739034e-05	7.46790229644467	3.52947105366934	C-type lectin domain family 1, member a
10353750	Bag2	-0.767851035958334	0.0176490358876255	1.32904362001632e-05	-7.42906343003429	3.48725571076424	BCL2-associated athanogene 2
10465912	Fen1	-0.695001893566671	0.0176490358876255	1.39396370391229e-05	-7.39099646037672	3.44566802268151	flap structure specific endonuclease 1
10381809	Itgb3	1.349370160825	0.0176490358876255	1.43863607132388e-05	7.36589281465337	3.4181276597362	integrin beta 3
10571788	Vegfc	-0.863939811866668	0.0194296100592348	1.73131409744713e-05	-7.21970327216388	3.25591814418956	vascular endothelial growth factor C
10439895	Alcam	1.30371439937916	0.0194296100592348	1.76883507607894e-05	7.20290725005456	3.23708006267746	activated leukocyte cell adhesion molecule
10567043	Rras2	-0.91509095424167	0.0194296100592348	1.88971921689367e-05	-7.15128774308265	3.17892261042257	related RAS viral (r-ras) oncogene 2
10383853	Hormad2	-1.05468588777917	0.0194296100592348	1.94546405274018e-05	-7.12866640697161	3.15331109747431	HORMA domain containing 2
10575961	Usp10	-1.04244135804167	0.0194296100592348	2.03861827507891e-05	-7.09237455069324	3.1120622082066	ubiquitin specific peptidase 10
10362674	Rnu3a	-1.586112893925	0.0194296100592348	2.15162543134724e-05	-7.05066651324198	3.06441326361059	U3A small nuclear RNA
10414548	Rnase6	-1.15496195666667	0.0194296100592348	2.16727384932903e-05	-7.04507703240487	3.05800771985289	ribonuclease, RNase A family, 6
10497520	Ect2	-0.800846479258338	0.024449277918261	2.95061250742853e-05	-6.80980727824763	2.78408155476628	ect2 oncogene
10557862	Itgam	-0.875760956725001	0.024449277918261	3.10602083607804e-05	-6.77117511643807	2.73828991403447	integrin alpha M
10391746	Gpatch8	0.991288425666665	0.024449277918261	3.21147787535243e-05	6.74612220791771	2.70847045177429	G patch domain containing 8
10425066	Csf2rb	-0.693399762083337	0.024449277918261	3.28120778687931e-05	-6.73003637501078	2.68927272443858	colony stimulating factor 2 receptor, beta, low-affinity (granulocyte-macrophage)
10407387	Gm7120	-1.23128810223334	0.024449277918261	3.34084645907307e-05	-6.71656647474418	2.67316601355648	predicted gene 7120
10411395	Arhgef28	0.90039719195833	0.024449277918261	3.45303640958557e-05	6.69191178693594	2.6436117532862	Rho guanine nucleotide exchange factor (GEF) 28
10371220	Gna15	-0.820719439250002	0.024449277918261	3.46143623193879e-05	-6.69010051064071	2.6414367843496	guanine nucleotide binding protein, alpha 15
10406581	Dhfr	-0.760545917758337	0.0262811551975295	3.83353758941183e-05	-6.61426540654966	2.54991343842502	dihydrofolate reductase
10526493	Myl10///Myl10	-2.24468363812501	0.0267277844505236	4.4609467828767e-05	-6.50269716749632	2.41361845584408	myosin, light chain 10, regulatory///myosin, light chain 10, regulatory
10425161	Lgals1	-1.48684689528334	0.0267277844505236	4.46141118606024e-05	-6.50262095299342	2.41352467640106	lectin, galactose binding, soluble 1
10515733	Szt2	0.742866325199998	0.0267277844505236	4.47251556671368e-05	6.50080110678825	2.41128514137897	seizure threshold 2
10473230	Nup35	-1.37937026865417	0.0267277844505236	4.51553632567414e-05	-6.49379600967053	2.40265963393637	nucleoporin 35
10435769	Zbtb20	1.04149346535833	0.0267277844505236	4.55394333470291e-05	6.4876022604017	2.39502665777066	zinc finger and BTB domain containing 20
10556583	Nucb2	-1.11627979523334	0.0267277844505236	4.66297191830488e-05	-6.47031970582081	2.3736959274083	nucleobindin 2
10563178	Cd37	-0.684583071616668	0.0267277844505236	4.7473920380901e-05	-6.45723240092911	2.35751147746144	CD37 antigen
10391755	Ccdc43	-0.743501744308339	0.0267277844505236	4.8500580023834e-05	-6.44164808704376	2.33820347799516	coiled-coil domain containing 43
10544875	Scrn1	-0.849497704016668	0.0267277844505236	5.12452424623309e-05	-6.40165878329153	2.28848174319976	secernin 1
10466659	Gda	1.283180305875	0.0267277844505236	5.13425118619683e-05	6.40028392681148	2.28676773181802	guanine deaminase
10423024	Capsl	-1.02880432185833	0.0267277844505236	5.23621917599834e-05	-6.38603672241333	2.26898814713626	calcyphosine-like
10421517	Cysltr2	1.24423148716666	0.0267277844505236	5.27469254246893e-05	6.38073808941635	2.26236749903958	cysteinyl leukotriene receptor 2
10439312	Cd86	-1.37377948323334	0.0270120807980173	5.44668496077401e-05	-6.35754583511061	2.23333574691511	CD86 antigen
10525352	Ppp1cc	0.943604422229165	0.0273213937011932	5.70899809784932e-05	6.32364126064684	2.19073893403678	protein phosphatase 1, catalytic subunit, gamma isoform
10352905	Cd34	-0.740462988583333	0.0273213937011932	5.74348230880119e-05	-6.31930836791089	2.18528187168211	CD34 antigen
10504106	Gm13305///Gm2002///Il11ra2///Il11ra1	1.12385353269999	0.0294945193255261	6.32685214413448e-05	6.24995315646288	2.09752020227768	predicted gene 13305///predicted gene 2002///interleukin 11 receptor, alpha chain 2///interleukin 11 receptor, alpha chain 1
10453487	Lhcgr	-0.964975973100002	0.0302253043461593	6.6195544821161e-05	-6.21768716339434	2.05642588314222	luteinizing hormone/choriogonadotropin receptor
10388042	6330403K07Rik	-0.767042505983339	0.0302253043461593	6.82321364254591e-05	-6.19612370170553	2.02886831374608	RIKEN cDNA 6330403K07 gene
10568165	Zg16	1.272623946125	0.0302253043461593	6.92549978946004e-05	6.18555158863477	2.01532983238806	zymogen granule protein 16
10446763	Lbh	0.644756546591662	0.0302253043461593	7.00230140586298e-05	6.17772257544136	2.00529241557417	limb-bud and heart
10458303	Ecscr	0.735209367749997	0.0313169688314548	7.38956319760614e-05	6.13959426444777	1.95626634613327	endothelial cell surface expressed chemotaxis and apoptosis regulator
10425866	Parvg	-0.682762455900006	0.0325326691947795	7.86303947652448e-05	-6.09577767844904	1.89963358630934	parvin, gamma
10368947	Aim1	-0.702877670666667	0.0325326691947795	8.19189524798764e-05	-6.06697138596524	1.8622307302797	absent in melanoma 1
10554945	Prcp	0.622744064366664	0.0325326691947795	8.36868119078823e-05	6.05199160896896	1.84272694127878	prolylcarboxypeptidase (angiotensinase C)
10599192	Lonrf3	0.746055505841664	0.0325326691947795	8.40773423004613e-05	6.04872804111602	1.83847287613315	LON peptidase N-terminal domain and ring finger 3
10387757	Elp5	-0.655853264800006	0.0325326691947795	8.52132481526404e-05	-6.03932673562939	1.82620851028353	elongator acetyltransferase complex subunit 5
10392983	Slc25a19	-0.894711590241668	0.0325326691947795	8.53515341546703e-05	-6.03819135513275	1.82472638261687	solute carrier family 25 (mitochondrial thiamine pyrophosphate carrier), member 19
10532954	Mlec	-0.667645177008341	0.0325326691947795	8.81649350186749e-05	-6.01550916891807	1.79507273853616	malectin
10471154	Gm5424///Ass1	-0.964497456116668	0.0325326691947795	8.91289897534656e-05	-6.00791400537112	1.78512431420421	argininosuccinate synthase pseudogene///argininosuccinate synthetase 1
10600597	Tmem47	1.302897346625	0.0325326691947795	9.22998357388226e-05	5.98353747423539	1.75313107168162	transmembrane protein 47
10587818	Plscr4	0.791520881049997	0.0325326691947795	9.3268406004694e-05	5.97626920173098	1.74357285963521	phospholipid scramblase 4
10407445	Akr1c12	-1.0911643128	0.0325326691947795	9.34503442637136e-05	-5.97491289966938	1.74178828035371	aldo-keto reductase family 1, member C12
10428672	Dscc1	-0.96117706685	0.0325326691947795	9.42891769137797e-05	-5.9686958406836	1.7336042015563	DNA replication and sister chromatid cohesion 1
10512322	Ccl19	1.45586204558333	0.0325326691947795	9.5256167298137e-05	5.96160172723648	1.72425781401301	chemokine (C-C motif) ligand 19
10529957	Adgra3	0.634791984608329	0.0325326691947795	9.80894896164505e-05	5.94124975020822	1.69739845239563	adhesion G protein-coupled receptor A3
10496359	Emcn	-0.97187527036667	0.0325326691947795	0.000100276814160865	-5.92596229246178	1.67717811531037	endomucin
10351206	Selp	1.68225646321666	0.0325326691947795	0.000101026499703859	5.9208043408277	1.67034713909417	selectin, platelet
10359870	Pbx1	0.750300772849993	0.0325326691947795	0.000101047220492044	5.92066235884124	1.67015904209287	pre B cell leukemia homeobox 1
10365219	Gm4924	-0.982644920291668	0.0325326691947795	0.000101887032958038	-5.91493381621683	1.66256712835767	predicted gene 4924
10598771	Maoa	-0.931943786016668	0.0328156786550016	0.000105534500675526	-5.89062451772651	1.63029037007361	monoamine oxidase A
10561516	Nfkbib	-0.752775695566668	0.0328156786550016	0.000105589081433142	-5.89026759006785	1.62981573233898	nuclear factor of kappa light polypeptide gene enhancer in B cells inhibitor, beta
10583920	Eepd1	-0.734837839825003	0.0341049352860444	0.000111200612713517	-5.85458403345798	1.58225811359337	endonuclease/exonuclease/phosphatase family domain containing 1
10595753	Trpc1	1.448517502825	0.0356750159225802	0.000118843247504256	5.80895593019962	1.52114046112037	transient receptor potential cation channel, subfamily C, member 1
10582997	Casp4	0.583433115583327	0.0356750159225802	0.000119380979105121	5.80586413890126	1.51698663897941	caspase 4, apoptosis-related cysteine peptidase
10534974	Mcm7	-0.687330570700004	0.0357445434062881	0.000122529318525062	-5.78805478375452	1.49302898558804	minichromosome maintenance complex component 7
10360789	Degs1	-1.12722008395834	0.0357445434062881	0.000123628031424887	-5.78195414461527	1.48481016635102	delta(4)-desaturase, sphingolipid 1
10503170	Chd7	1.03867020531666	0.0357445434062881	0.000124353335072933	5.77795843490547	1.47942378356802	chromodomain helicase DNA binding protein 7
10347232	Xrcc5	-0.745233668925003	0.0357445434062881	0.000125747675117578	-5.77034625232106	1.4691549334827	X-ray repair complementing defective repair in Chinese hamster cells 5
10526693	Zcwpw1	-0.715833226791666	0.0362772179692497	0.000129177960935593	-5.75199537478061	1.44436012842254	zinc finger, CW type with PWWP domain 1
10585778	Sema7a	0.951749017683332	0.0368115048134872	0.00013304143741098	5.73193847045805	1.41719644404954	sema domain, immunoglobulin domain (Ig), and GPI membrane anchor, (semaphorin) 7A
10517165	Cd52	-0.985643951966671	0.0368115048134872	0.000134312203263835	-5.7254766733316	1.40843084091531	CD52 antigen
10428353	Lrp12	-0.655487597500001	0.0368115048134872	0.00013686094948113	-5.71271035086431	1.39109264292229	low density lipoprotein-related protein 12
10353674	Lsm5	-2.14382626235833	0.0368115048134872	0.000138566150180088	-5.70430975449188	1.37966889211507	LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated
10491617	4932438A13Rik	0.648014059758328	0.0368115048134872	0.000140105529013989	5.69682005142937	1.36947397881532	RIKEN cDNA 4932438A13 gene
10515731	Szt2	0.965085898091663	0.0368115048134872	0.000140556176944544	5.69464403334232	1.36651026036639	seizure threshold 2
10571106	Thap1	-0.599060999516672	0.0385928511620414	0.000150275218083205	-5.64944035510798	1.30476568384247	THAP domain containing, apoptosis associated protein 1
10377255	Stx8	-0.743492815475006	0.0385928511620414	0.000150669246031394	-5.64767389998728	1.30234596924567	syntaxin 8
10532504	Hscb	-0.832299146041668	0.0386339054467696	0.000152486992196268	-5.63958795796377	1.29126312755773	HscB iron-sulfur cluster co-chaperone
10454478	Polr2d	-0.972137712404171	0.0386413931580283	0.000154174334535872	-5.63217335340184	1.2810909099896	polymerase (RNA) II (DNA directed) polypeptide D
10357008	Pign///Pign	0.616793602091663	0.0387165574334967	0.000156135243843524	5.62366433121285	1.26940600502329	phosphatidylinositol glycan anchor biosynthesis, class N///phosphatidylinositol glycan anchor biosynthesis, class N
10353252	Sbspon	0.977520269591664	0.0391892805277173	0.00016133486759288	5.60164058925117	1.23910640825783	somatomedin B and thrombospondin, type 1 domain containing
10458992	C330018D20Rik	-1.35162219584167	0.0391892805277173	0.000161404218570546	-5.60135196992462	1.23870880034746	RIKEN cDNA C330018D20 gene
10463695	Borcs7	-0.722295597675004	0.0395561117550441	0.000164612074316327	-5.5881439877648	1.22049842514236	BLOC-1 related complex subunit 7
10497203	Hey1	-0.90573691869167	0.0403792964136672	0.000170764207647974	-5.56356224174299	1.18652952338101	hairy/enhancer-of-split related with YRPW motif 1
10542965	Sgce	-0.927812535841669	0.0403792964136672	0.000171502438755547	-5.56067598261073	1.18253449702519	sarcoglycan, epsilon
10553993	Snrpa1	-0.601183875875007	0.0406356406309684	0.000174334551593669	-5.54972452719108	1.167363427694	small nuclear ribonucleoprotein polypeptide A'
10368175	Pde7b	-0.641428387800002	0.0408340491456619	0.000177880344248537	-5.53627698023476	1.14870730093915	phosphodiesterase 7B
10451763	Satb1	-0.948882525750002	0.0408340491456619	0.00018082300635052	-5.52533142701522	1.13350010707851	special AT-rich sequence binding protein 1
10545135	Il12rb2	-0.783741554233336	0.0408340491456619	0.000181663039267393	-5.52224154850591	1.12920359018957	interleukin 12 receptor, beta 2
10362314	Ptprk	1.133472412975	0.0408340491456619	0.000182427913825018	5.51944130367979	1.12530844473558	protein tyrosine phosphatase, receptor type, K
10412385	Mrps30///Mrps30	-0.821922991525003	0.0408340491456619	0.000184551811781867	-5.51173055871379	1.11457606297695	mitochondrial ribosomal protein S30///mitochondrial ribosomal protein S30
10459288	Adrb2	-0.799195171125003	0.0408340491456619	0.000186022210711785	-5.50644736471679	1.10721683165462	adrenergic receptor, beta 2
10409190	Cenpp	-0.97863885876667	0.0408340491456619	0.000188848200609204	-5.49641695741421	1.09323222581477	centromere protein P
