chr1	8459152	8459581
chr1	12895418	12896296
chr10	93266138	93266728
chr11	49171994	49172081
chr11	119822061	119822345
chr12	8480031	8480384
chr12	87001902	87002243
chr12	104573189	104573768
chr12	113926691	113926834
chr12	115225322	115225962
chr13	61711472	61711691
chr15	77237404	77237718
chr15	100010175	100010406
chr16	30023469	30023865
chr16	91366264	91366329
chr16	92139692	92140150
chr17	65993212	65993396
chr17	84587334	84587413
chr2	153651831	153651915
chr4	148174227	148174481
chr5	3363755	3363850
chr6	51067252	51067315
chr6	52869668	52869766
chr6	90239409	90239593
chr7	116154836	116155043
chr8	90297671	90297992
chr8	125998371	125998749
chrX	10688749	10688956
chr1	21067467	21067752
chr1	42717764	42717870
chr1	78162357	78162409
chr1	95062662	95063124
chr10	75952095	75952256
chr10	80692116	80692432
chr11	32026092	32026325
chr11	57712560	57712807
chr11	67976098	67976375
chr11	96117289	96117382
chr11	112059384	112059505
chr11	118295275	118295630
chr12	74018615	74018919
chr12	86533401	86533525
chr12	120308346	120308813
chr13	54007996	54008179
chr14	64559905	64559996
chr15	28119877	28119997
chr15	83666313	83666606
chr17	43183203	43183369
chr17	72099583	72099830
chr17	80537892	80538351
chr17	87805098	87805259
chr18	29629983	29630557
chr18	37981175	37981331
chr19	10369363	10369535
chr19	47097674	47097877
chr19	60401106	60401187
chr2	69384894	69385094
chr2	143914000	143914338
chr2	173900182	173900516
chr3	96399501	96399657
chr3	116186190	116186374
chr4	10000067	10000584
chr4	118242016	118242108
chr4	128207933	128208075
chr4	133926520	133926754
chr5	114226165	114226962
chr5	138127469	138127805
chr5	149427672	149427809
chr6	126662609	126662797
chr6	128084931	128085390
chr6	140670741	140670933
chr7	25655181	25655289
chr7	118921254	118921619
chr7	137990776	137990970
chr7	139180882	139181085
chr7	150646529	150646817
chr7	151216739	151217040
chr8	13035995	13036200
chr8	35143834	35144170
chr8	94589880	94590280
chr8	123802272	123802374
chr9	18149236	18149399
chr9	43741864	43742180
chr9	56531680	56531802
chr9	60138690	60138867
chr1	59466536	59466705
chr10	25607469	25607572
chr10	79383676	79383829
chr10	126578448	126578791
chr11	51457180	51457942
chr11	51979587	51980167
chr11	59101502	59102163
chr11	76426392	76426496
chr11	95611157	95611233
chr12	24936312	24936524
chr12	109554297	109554756
chr12	113717780	113718061
chr13	37806971	37807246
chr14	73788936	73789199
chr15	83828569	83828622
chr15	86194309	86194597
chr16	37812481	37812845
chr16	57393533	57393622
chr17	8478122	8478358
chr17	63070112	63070217
chr17	73989253	73989534
chr17	88780495	88780774
chr19	5757199	5757428
chr19	10500563	10500652
chr19	42488254	42488398
chr19	46931394	46931841
chr2	10183064	10183172
chr2	56957974	56958513
chr2	115686707	115686777
chr2	157910377	157910762
chr2	178148696	178148814
chr3	115347042	115347588
chr3	131475704	131476165
chr4	8781256	8781719
chr4	32955522	32956625
chr4	133484818	133485112
chr4	153178599	153179149
chr5	4755690	4756301
chr5	115430230	115430413
chr5	117009262	117009522
chr5	129439141	129439265
chr7	108652518	108652957
chr7	140058017	140058331
chr8	11831497	11831917
chr8	37666219	37666770
chr8	111961168	111961486
chr8	112061841	112061978
chr8	122881110	122881319
chr8	125659487	125659720
chr9	8964699	8965052
chr9	72627977	72628088
chr9	77326052	77326142
chr9	102643521	102643706
chr9	110692819	110693091
chr9	114651613	114651816
chr1	80393205	80393530
chr1	91682320	91682652
chr1	167646284	167646380
chr10	81043189	81043282
chr11	21906857	21907098
chr11	49447920	49448018
chr11	67489202	67489273
chr11	113472749	113472991
chr11	116920660	116920794
chr12	56400420	56400822
chr12	81831251	81831465
chr14	75420715	75421075
chr14	115493547	115493997
chr16	90402032	90402141
chr17	5137404	5137502
chr18	75622197	75622592
chr19	47254510	47254682
chr2	24513382	24513467
chr2	32988042	32988460
chr2	166471047	166471134
chr2	168388259	168388455
chr3	72859439	72859923
chr4	151655895	151656050
chr4	153598118	153598264
chr5	38359561	38359756
chr5	102117651	102117947
chr5	122292101	122292213
chr5	141220868	141221289
chr6	121117940	121118243
chr7	17507548	17507662
chr7	19991356	19991445
chr8	10911039	10911639
chr8	14393346	14393460
chr8	27736876	27736928
chr8	123367256	123367756
chr8	124787101	124787508
chr8	127449584	127450252
chr9	77422855	77423150
chr9	93267065	93267762
chr9	119554689	119554840
chrX	136597280	136597431
chr1	24475441	24475558
chr1	174244473	174244758
chr10	22623352	22623944
chr10	68614069	68614165
chr10	84349531	84349721
chr11	101130829	101131151
chr11	113034454	113034794
chr11	119610216	119610604
chr12	4725953	4726149
chr12	105699570	105699757
chr13	53503412	53503520
chr13	56277266	56277541
chr13	73035303	73035397
chr14	118825096	118825182
chr15	25466404	25466672
chr15	82066140	82066270
chr17	86833397	86833473
chr18	65781436	65781695
chr18	75653815	75653924
chr19	44218501	44219184
chr2	31744627	31745058
chr2	128240374	128240591
chr3	40928017	40928132
chr3	55587754	55587925
chr3	107259767	107260345
chr3	124024196	124024307
chr4	103890995	103891421
chr4	119937610	119937847
chr4	135975087	135975265
chr4	141174088	141174236
chr5	35483906	35484346
chr5	115228658	115229188
chr5	118755039	118755265
chr5	120777628	120777891
chr6	3132742	3132817
chr7	142731511	142732294
chr8	13652250	13652399
chr9	27559111	27559428
chr9	31390546	31390750
chr9	51081572	51082083
chr1	78304878	78305307
chr1	91832169	91832304
chr10	6375267	6375554
chr10	92719783	92720274
chr11	120458481	120458632
chr12	54396519	54396960
chr12	71974681	71975105
chr12	88346312	88346706
chr12	103775035	103775463
chr12	105227104	105227501
chr12	109588664	109589122
chr14	48161095	48161462
chr15	4771975	4772102
chr15	7073587	7073663
chr15	74394591	74394659
chr15	82194452	82194579
chr16	36709456	36709771
chr17	78956662	78957071
chr18	13859404	13859722
chr18	66743231	66743371
chr2	3305774	3306271
chr2	145686270	145686359
chr3	94184015	94184361
chr4	15567622	15567684
chr4	41686336	41686394
chr4	130579628	130579713
chr4	151035878	151036001
chr5	73226135	73226295
chr5	77445364	77445464
chr5	106986725	106986928
chr5	114015946	114016150
chr5	120205734	120206092
chr5	120423224	120423438
chr5	129904027	129904179
chr5	147875878	147876105
chr6	55040062	55040674
chr6	112511964	112512123
chr8	41507695	41507845
chr8	81749822	81749914
chr8	126825764	126826275
chr9	85483688	85483763
chrX	12568048	12568262
chr1	78116849	78117013
chr10	82397953	82398103
chr11	69370977	69371136
chr12	25368442	25368653
chr12	107320989	107321103
chr13	52419178	52419837
chr14	61312209	61312343
chr15	27382324	27382599
chr15	74317255	74317404
chr15	80445056	80445552
chr17	28991024	28991191
chr17	37118250	37118433
chr17	72493861	72493974
chr17	86028230	86028440
chr17	87860102	87860362
chr2	3430586	3430727
chr2	24534503	24534722
chr2	125135549	125135696
chr2	156506174	156506455
chr2	158571952	158572402
chr2	163587015	163587457
chr4	86665490	86665774
chr4	118811664	118811719
chr4	135051878	135051978
chr4	136205203	136205274
chr5	36892209	36892367
chr5	134318341	134318405
chr5	149320856	149321496
chr6	60140419	60140660
chr6	89186968	89187161
chr7	76703020	76703261
chr7	149274655	149274907
chr8	48455395	48455529
chr8	63765240	63765341
chr9	34210105	34210351
chr9	43496510	43496848
chr1	75378220	75378302
chr1	190373748	190374054
chr10	92789622	92789678
chr11	11926857	11926985
chr11	119909717	119909781
chr11	120495716	120495903
chr12	54356203	54356545
chr12	72214370	72214727
chr12	83570581	83571009
chr13	95861679	95862003
chr15	97662826	97662951
chr15	99057154	99057312
chr15	99508976	99509334
chr16	90298940	90299034
chr16	93020420	93020814
chr16	96047273	96047580
chr17	48786551	48787004
chr17	87715170	87715385
chr18	15235354	15235452
chr18	37091611	37091678
chr18	76213837	76214063
chr19	59420561	59420697
chr2	113197329	113197640
chr2	151016561	151016944
chr2	153616796	153617332
chr2	162774089	162774258
chr2	165060970	165061308
chr3	148749620	148749944
chr5	77285537	77286271
chr5	113435558	113435913
chr6	29462989	29463255
chr6	34852380	34852437
chr6	41012701	41013003
chr6	72181143	72181387
chr6	108778788	108778952
chr6	135368564	135368885
chr7	70904238	70904300
chr7	106020767	106020857
chr8	4206225	4206359
chr8	38452993	38453065
chr8	67344729	67345006
chr8	72405764	72405817
chr8	109097228	109097280
chr9	31521987	31522039
chr9	40133408	40133469
chr9	110380714	110380800
chr1	77968790	77968940
chr1	92118783	92119025
chr1	126978608	126978945
chr1	186142946	186143007
chr10	18210643	18210780
chr10	42287287	42287459
chr10	79977796	79978155
chr10	80940757	80940993
chr10	119234310	119234397
chr12	109523340	109523560
chr13	110806494	110806637
chr13	113767846	113768312
chr13	118010474	118010802
chr14	99990097	99990352
