N_unmapped	1168587	1168587	1168587
N_multimapping	1981341	1981341	1981341
N_noFeature	3493720	14438250	13230724
N_ambiguous	1415518	278630	322453
ENSMUSG00000102693.1	0	0	0
ENSMUSG00000064842.1	0	0	0
ENSMUSG00000051951.5	0	0	0
ENSMUSG00000102851.1	0	0	0
ENSMUSG00000103377.1	0	0	0
ENSMUSG00000104017.1	0	0	0
ENSMUSG00000103025.1	0	0	0
ENSMUSG00000089699.1	0	0	0
ENSMUSG00000103201.1	0	0	0
ENSMUSG00000103147.1	0	0	0
ENSMUSG00000103161.1	0	0	0
ENSMUSG00000102331.1	0	0	0
ENSMUSG00000102348.1	0	0	0
ENSMUSG00000102592.1	0	0	0
ENSMUSG00000088333.2	0	0	0
ENSMUSG00000102343.1	0	0	0
ENSMUSG00000025900.12	0	0	0
ENSMUSG00000102948.1	0	0	0
ENSMUSG00000104123.1	0	0	0
ENSMUSG00000025902.13	2	1	1
ENSMUSG00000104238.1	0	0	0
ENSMUSG00000102269.1	4	0	4
ENSMUSG00000096126.1	0	0	0
ENSMUSG00000103003.1	0	0	0
ENSMUSG00000104328.1	0	0	0
ENSMUSG00000102735.1	0	0	0
ENSMUSG00000098104.1	61	26	35
ENSMUSG00000102175.1	3	0	3
ENSMUSG00000088000.1	0	0	0
ENSMUSG00000103265.1	6	2	4
ENSMUSG00000103922.1	40	17	23
ENSMUSG00000033845.13	1565	763	802
ENSMUSG00000102275.1	4	2	2
ENSMUSG00000025903.14	1180	598	582
ENSMUSG00000104217.1	0	0	0
ENSMUSG00000033813.15	1829	831	998
ENSMUSG00000062588.4	25	13	12
ENSMUSG00000103280.1	4	2	2
ENSMUSG00000002459.17	0	0	0
ENSMUSG00000091305.1	0	0	0
ENSMUSG00000102653.1	0	0	0
ENSMUSG00000085623.1	0	0	0
ENSMUSG00000091665.1	0	0	0
ENSMUSG00000033793.12	2346	1132	1214
ENSMUSG00000104352.1	0	0	0
ENSMUSG00000104046.1	0	0	0
ENSMUSG00000102907.1	0	0	0
ENSMUSG00000025905.13	0	0	0
ENSMUSG00000103936.1	0	0	0
ENSMUSG00000093015.1	0	0	0
ENSMUSG00000103519.1	0	0	0
ENSMUSG00000033774.4	0	0	0
ENSMUSG00000103090.1	0	0	0
ENSMUSG00000025907.14	747	386	362
ENSMUSG00000090031.2	37	21	17
ENSMUSG00000087247.3	0	0	0
ENSMUSG00000103355.1	2	1	1
ENSMUSG00000102706.1	0	0	0
ENSMUSG00000103845.1	6	1	5
ENSMUSG00000033740.17	10	3	7
ENSMUSG00000103329.2	0	0	0
ENSMUSG00000104385.1	0	0	0
ENSMUSG00000102135.1	10	6	4
ENSMUSG00000103282.1	0	0	0
ENSMUSG00000102534.1	0	0	0
ENSMUSG00000102213.1	0	0	0
ENSMUSG00000103629.1	0	0	0
ENSMUSG00000051285.17	1185	580	605
ENSMUSG00000098201.1	18	11	7
ENSMUSG00000103509.1	15	7	8
ENSMUSG00000048538.7	23	8	15
ENSMUSG00000103709.1	0	0	0
ENSMUSG00000077244.1	0	0	0
ENSMUSG00000102768.1	0	0	0
ENSMUSG00000097797.6	28	12	16
ENSMUSG00000103498.1	0	0	0
ENSMUSG00000103067.1	0	0	0
ENSMUSG00000102320.1	0	0	0
ENSMUSG00000104226.1	0	0	0
ENSMUSG00000103903.1	0	0	0
ENSMUSG00000103557.1	0	0	0
ENSMUSG00000025909.16	0	0	0
ENSMUSG00000102647.1	0	0	0
ENSMUSG00000086235.1	0	0	0
ENSMUSG00000102253.1	0	0	0
ENSMUSG00000093970.1	0	0	0
ENSMUSG00000103884.1	0	0	0
ENSMUSG00000084353.1	4	1	3
ENSMUSG00000103933.1	47	26	21
ENSMUSG00000076135.1	20	7	13
ENSMUSG00000086195.1	0	0	0
ENSMUSG00000104504.1	0	0	0
ENSMUSG00000066693.2	2	1	1
ENSMUSG00000102316.1	0	0	0
ENSMUSG00000103819.1	0	0	0
ENSMUSG00000102871.1	0	0	0
ENSMUSG00000101571.2	3	2	1
ENSMUSG00000104428.1	0	0	0
ENSMUSG00000102272.1	0	0	0
ENSMUSG00000065625.1	0	0	0
ENSMUSG00000103411.1	0	0	0
ENSMUSG00000061024.8	88	39	49
ENSMUSG00000025911.14	54	32	36
ENSMUSG00000079671.8	1	6	9
ENSMUSG00000081441.3	4	2	2
ENSMUSG00000067879.3	0	0	0
ENSMUSG00000099827.1	0	0	0
ENSMUSG00000025912.16	9	3	6
ENSMUSG00000045210.8	954	496	550
ENSMUSG00000097893.8	2	57	37
ENSMUSG00000025915.14	983	469	514
ENSMUSG00000046334.4	2	0	2
ENSMUSG00000088916.1	3	2	1
ENSMUSG00000046101.16	33	56	44
ENSMUSG00000098234.7	867	387	547
ENSMUSG00000093178.1	19	10	9
ENSMUSG00000099032.2	0	0	0
ENSMUSG00000104025.1	0	0	0
ENSMUSG00000025916.10	1	1	0
ENSMUSG00000087199.1	0	0	0
ENSMUSG00000095780.1	0	0	0
ENSMUSG00000025917.9	1242	593	650
ENSMUSG00000056763.16	600	275	326
ENSMUSG00000102356.1	0	0	0
ENSMUSG00000067851.11	1131	535	596
ENSMUSG00000088153.1	0	0	0
ENSMUSG00000102556.1	7	4	3
ENSMUSG00000042501.12	0	0	0
ENSMUSG00000103810.1	0	0	0
ENSMUSG00000083422.1	1	1	0
ENSMUSG00000094979.1	0	0	0
ENSMUSG00000081417.1	0	0	0
ENSMUSG00000103448.1	0	0	0
ENSMUSG00000100212.1	0	0	0
ENSMUSG00000100648.1	0	0	0
ENSMUSG00000088585.1	0	0	0
ENSMUSG00000048960.13	207	95	112
ENSMUSG00000077318.1	0	0	0
ENSMUSG00000101827.1	1	0	1
ENSMUSG00000103494.1	0	0	0
ENSMUSG00000057715.13	0	0	0
ENSMUSG00000103825.1	0	0	0
ENSMUSG00000099845.1	0	0	0
ENSMUSG00000103561.1	0	0	0
ENSMUSG00000101610.1	10	3	7
ENSMUSG00000093864.1	0	0	0
ENSMUSG00000098555.1	0	0	0
ENSMUSG00000097628.1	1	0	1
ENSMUSG00000098163.1	0	0	0
ENSMUSG00000097171.1	0	0	0
ENSMUSG00000101314.1	0	0	0
ENSMUSG00000016918.15	0	0	0
ENSMUSG00000025938.16	5	3	2
ENSMUSG00000104518.1	0	0	0
ENSMUSG00000069620.6	0	0	0
ENSMUSG00000099498.1	0	0	0
ENSMUSG00000042414.7	0	0	0
ENSMUSG00000005886.14	1003	461	542
ENSMUSG00000103506.1	13	2	11
ENSMUSG00000103495.1	10	3	7
ENSMUSG00000099183.1	0	0	0
ENSMUSG00000102639.1	5	1	4
ENSMUSG00000104170.1	2	1	1
ENSMUSG00000087782.1	0	0	0
ENSMUSG00000103085.1	45	21	24
